index,word,count_rank
6023,таран,2
6024,тарарахнуть,1
6025,таскать,2
6026,таскаться,1
6027,тащить,2
6028,таять,2
6029,твердый,2
6030,творческий,1
6031,театр,2
6032,театральный,1
6033,тезис,1
6034,текст,2
6035,тектоника,1
6036,текучий,1
6037,теле,1
6038,телевидение,2
6039,телеграф,1
6040,тележка,2
6041,телекс,1
6042,телескопический,1
6043,телеуправление,1
6044,телефакс,1
6045,телефон,1
6046,телец,1
6047,телка,1
6048,тело,2
6049,тельный,1
6050,телятник,1
6051,телячий,1
6052,темнеть,2
6053,темнить,1
6054,темнота,1
6055,темный,2
6056,температура,1
6057,тенденция,1
6058,теневик,1
6059,тень,2
6060,теоретический,2
6061,теория,2
6062,теплиться,1
6063,тепличный,1
6064,тепло,2
6065,теплый,2
6066,терапия,1
6067,теребить,2
6068,тереть,1
6069,тереться,1
6070,терзать,1
6071,терка,2
6072,термо,1
6073,термостат,1
6074,терпеливый,1
6075,терпимый,1
6076,тертый,1
6077,терцет,1
6078,терять,2
6079,теряться,2
6080,теснить,2
6081,тесниться,2
6082,тесный,2
6083,тетива,1
6084,тетя,1
6085,технарь,1
6086,техника,2
6087,техницизм,1
6088,технический,2
6089,течение,1
6090,течь,2
6091,тешить,1
6092,тигровый,1
6093,тип,2
6094,типаж,1
6095,типизация,1
6096,типичный,1
6097,тиран,1
6098,тирания,2
6099,тискать,2
6100,тискаться,1
6101,тиски,1
6102,тиснуть,1
6103,титан,2
6104,титул,2
6105,тихий,2
6106,тихо,2
6107,тишина,1
6108,ткань,1
6109,ткать,1
6110,тлен,1
6111,тлеть,2
6112,товарищ,2
6113,товарищество,1
6114,того,1
6115,ток,1
6116,толк,2
6117,толкать,2
6118,толкаться,2
6119,толкач,1
6120,толковать,1
6121,толковый,1
6122,толочься,1
6123,толпиться,1
6124,толстый,1
6125,толчея,1
6126,толчок,2
6127,только,2
6128,томительный,1
6129,томить,2
6130,томиться,1
6131,тон,2
6132,тональность,2
6133,тонкий,2
6134,тоннаж,1
6135,тонуть,2
6136,топить,2
6137,топиться,1
6138,топорщиться,1
6139,топтать,2
6140,торговать,2
6141,торговый,1
6142,торец,2
6143,торжественный,1
6144,торжество,2
6145,торкрет,1
6146,тормашки,1
6147,тормоз,1
6148,тормозить,2
6149,тормозящий,1
6150,торопить,1
6151,торпедировать,1
6152,торпедный,1
6153,торцовка,1
6154,торцовый,1
6155,торчать,2
6156,тоска,1
6157,тот,2
6158,тото,2
6159,точеный,1
6160,точечный,1
6161,точить,2
6162,точка,2
6163,точно,2
6164,точный,2
6165,тощий,2
6166,траверс,1
6167,травить,1
6168,травянистый,1
6169,травяной,1
6170,трагедия,1
6171,трагик,1
6172,трагический,2
6173,традиция,1
6174,трал,1
6175,тралить,1
6176,тральщик,1
6177,транскрипция,1
6178,транслятор,1
6179,трансплантация,1
6180,транспорт,2
6181,трасса,1
6182,трафарет,1
6183,трахея,1
6184,трахнуть,1
6185,трахнуться,1
6186,требование,2
6187,требовать,2
6188,тревога,2
6189,тревожить,1
6190,тревожный,1
6191,трезвон,1
6192,трезвонить,1
6193,трезвый,1
6194,трение,1
6195,тренированный,1
6196,трепаный,1
6197,трепать,2
6198,трепаться,2
6199,трепет,1
6200,трепетать,1
6201,трепетный,1
6202,треск,1
6203,треснуть,2
6204,третий,1
6205,треугольник,1
6206,трехкопеечный,1
6207,трехмесячный,1
6208,трехнедельный,1
6209,трехпроцентный,1
6210,трехрядный,1
6211,трехфазный,1
6212,трещать,2
6213,трещотка,2
6214,трибуна,1
6215,трижды,1
6216,трико,1
6217,триммер,1
6218,трио,2
6219,триплет,1
6220,трогать,2
6221,троглодит,1
6222,троить,1
6223,троица,1
6224,тройка,2
6225,тройной,1
6226,тронуть,2
6227,тронуться,1
6228,трость,1
6229,труба,2
6230,трубить,2
6231,трубка,2
6232,труд,2
6233,трудно,2
6234,трудный,2
6235,труженик,2
6236,труха,1
6237,трухляк,2
6238,трущоба,1
6239,тряпичный,2
6240,тряпка,2
6241,тряпье,1
6242,трясина,1
6243,трясогузка,2
6244,трястись,2
6245,трясучка,2
6246,тряхнуть,2
6247,туалет,2
6248,туберкулезный,1
6249,тугой,2
6250,туда,1
6251,туз,1
6252,туман,2
6253,туманить,2
6254,туманиться,2
6255,туманность,1
6256,туманный,2
6257,тумба,2
6258,тундра,1
6259,туника,2
6260,тупеть,2
6261,тупик,2
6262,тупой,2
6263,тупорылый,2
6264,тур,1
6265,турецкий,1
6266,турнир,1
6267,тусклый,2
6268,тускнеть,1
6269,тут,2
6270,туфта,1
6271,туча,2
6272,тучный,2
6273,туша,2
6274,туше,2
6275,тушевать,1
6276,тушить,1
6277,ты,2
6278,тыкать,2
6279,тыкаться,2
6280,тыл,2
6281,тысяцкий,1
6282,тысяча,1
6283,тысячный,2
6284,тычок,1
6285,тьма,1
6286,тюфяк,1
6287,тяга,2
6288,тягать,1
6289,тягло,1
6290,тяговый,1
6291,тягость,2
6292,тяготение,2
6293,тяготеть,2
6294,тяготить,1
6295,тягучий,2
6296,тяж,2
6297,тяжелеть,2
6298,тяжелить,1
6299,тяжело,2
6300,тяжеловес,1
6301,тяжеловесный,1
6302,тяжелый,2
6303,тяжесть,2
6304,тяжкий,1
6305,тянуть,2
6306,тяпнуть,2
6307,у,2
6308,убавить,2
6309,убегать,1
6310,убежать,2
6311,убеждение,1
6312,убиваться,1
6313,убийственный,2
6314,убить,2
6315,ублюдок,1
6316,убогий,2
6317,убожество,1
6318,убойный,1
6319,уборщик,1
6320,убрать,2
6321,убраться,2
6322,уважать,1
6323,уважительный,1
6324,уважить,1
6325,увеличить,2
6326,увенчать,1
6327,увести,2
6328,увидеть,2
6329,увлечение,1
6330,увлечь,2
6331,увлечься,2
6332,уволить,1
6333,уволочь,1
6334,увязаться,1
6335,увянуть,1
6336,угадать,2
6337,угар,1
6338,угаснуть,2
6339,угловатый,2
6340,угловой,2
6341,углубить,2
6342,углубиться,2
6343,угнать,2
6344,угнетать,1
6345,угнетенный,1
6346,угодить,2
6347,угол,2
6348,уголок,2
6349,угольник,1
6350,угольный,1
6351,угонка,1
6352,угостить,2
6353,угрожать,2
6354,угроза,1
6355,угрюмый,1
6356,удалить,2
6357,удалиться,2
6358,удар,2
6359,ударение,1
6360,ударить,2
6361,удариться,2
6362,ударник,2
6363,ударный,2
6364,удаться,1
6365,удел,1
6366,уделать,1
6367,удержать,2
6368,удержаться,2
6369,удивительный,1
6370,удобный,1
6371,удовлетворение,1
6372,удовлетворить,2
6373,удушить,2
6374,удушливый,2
6375,удушье,1
6376,уединенный,1
6377,уездить,1
6378,уездиться,1
6379,уехать,1
6380,уж,2
6381,ужас,2
6382,ужасный,2
6383,уже,1
6384,ужин,1
6385,узел,2
6386,узкий,2
6387,узко,1
6388,узловатый,1
6389,узловой,2
6390,узнать,2
6391,узы,1
6392,уйти,2
6393,указание,1
6394,указатель,1
6395,указать,2
6396,указка,1
6397,укатать,2
6398,укатить,1
6399,укладка,1
6400,уклон,2
6401,уклониться,2
6402,укол,1
6403,уколоть,2
6404,укоротить,2
6405,укоротиться,1
6406,украсить,2
6407,украшение,2
6408,укрепить,2
6409,укрепиться,2
6410,укротить,1
6411,укротиться,1
6412,укрыть,1
6413,укрыться,2
6414,укус,1
6415,укусить,1
6416,улей,1
6417,улететь,2
6418,улетучиться,2
6419,улица,2
6420,уличный,1
6421,уловить,2
6422,уложить,2
6423,уложиться,2
6424,улыбаться,1
6425,ультра,1
6426,ум,2
6427,умалить,1
6428,умеренный,2
6429,умереть,1
6430,умный,1
6431,умолкнуть,2
6432,умолчание,1
6433,умопомрачение,1
6434,уморить,1
6435,умотать,2
6436,умотаться,2
6437,умственность,1
6438,умять,1
6439,унести,2
6440,унестись,2
6441,унизать,1
6442,униформа,1
6443,уничижительный,1
6444,уничтожающий,1
6445,уничтожить,2
6446,унция,1
6447,упадок,1
6448,упариться,1
6449,упереть,2
6450,уплотнение,1
6451,уплотнить,2
6452,уплотниться,1
6453,уплыть,2
6454,упор,2
6455,упорный,2
6456,употребить,2
6457,управа,1
6458,управиться,1
6459,управление,2
6460,управлять,2
6461,упросить,1
6462,упрощенный,1
6463,упругий,2
6464,упряжка,1
6465,упрямый,2
6466,упрятать,1
6467,упустить,2
6468,упущение,1
6469,ура,1
6470,ураган,1
6471,уран,1
6472,урвать,1
6473,урез,1
6474,урна,2
6475,уровень,1
6476,урод,2
6477,уродливый,1
6478,уродовать,2
6479,уродство,1
6480,урожай,1
6481,урожайный,2
6482,урок,2
6483,урочный,1
6484,усадить,2
6485,усадьба,1
6486,усатый,1
6487,усач,1
6488,усвоить,1
6489,усеять,1
6490,усидеть,2
6491,усики,2
6492,усиленный,1
6493,усилить,1
6494,ускакать,1
6495,ускользнуть,2
6496,уследить,2
6497,условие,2
6498,условный,2
6499,услуга,1
6500,услышать,1
6501,усмирительный,1
6502,усмотреть,1
6503,уснуть,2
6504,усохнуть,2
6505,успех,1
6506,успокоить,1
6507,успокоиться,2
6508,устав,1
6509,уставить,1
6510,усталый,2
6511,установить,2
6512,установиться,2
6513,установка,2
6514,устать,2
6515,устой,2
6516,устойчивый,2
6517,устоять,2
6518,устояться,2
6519,устремить,1
6520,устремиться,2
6521,устроить,2
6522,устроиться,2
6523,устройство,2
6524,уступить,2
6525,усы,1
6526,усыпать,1
6527,усыпить,1
6528,утаить,1
6529,утащить,2
6530,утвердительный,1
6531,утвердить,2
6532,утвердиться,2
6533,утверждать,1
6534,утеснить,1
6535,утечка,1
6536,утечь,1
6537,утешение,1
6538,утиль,1
6539,утихнуть,2
6540,утка,2
6541,уткнуть,1
6542,уткнуться,2
6543,утлый,1
6544,утолить,1
6545,утонуть,2
6546,утонченный,1
6547,утончиться,1
6548,утроба,1
6549,утробный,2
6550,утрясти,1
6551,утюжить,2
6552,утяжелить,1
6553,утянуть,2
6554,ух,1
6555,ухаживать,1
6556,ухайдокать,1
6557,ухват,1
6558,ухватить,1
6559,ухнуть,2
6560,ухо,2
6561,участие,2
6562,участок,2
6563,учебный,1
6564,учение,1
6565,ученик,1
6566,ученичество,1
6567,ученый,2
6568,учет,1
6569,учить,2
6570,учиться,2
6571,ушить,1
6572,ушко,2
6573,ущемить,1
6574,ущипнуть,1
6575,уязвимый,2
6576,фаза,2
6577,факел,1
6578,факельщик,1
6579,фактура,1
6580,факультет,1
6581,фаланга,1
6582,фалангист,1
6583,фальц,2
6584,фальшивый,2
6585,фальшь,1
6586,фамилия,2
6587,фанера,1
6588,фантазия,2
6589,фантастика,1
6590,фантастический,2
6591,фантомный,1
6592,фарс,2
6593,фартовый,1
6594,фасон,1
6595,фасонистый,1
6596,фасонный,1
6597,фаэтон,2
6598,фетишизм,2
6599,фетишист,1
6600,фигура,2
6601,фигурный,2
6602,фидер,1
6603,физика,1
6604,физиологический,1
6605,физиология,1
6606,физический,2
6607,фиксатор,1
6608,фиксировать,2
6609,фиксироваться,1
6610,филигранный,1
6611,философ,1
6612,философия,2
6613,философский,2
6614,фильтр,1
6615,фимиам,1
6616,финал,1
6617,финиш,1
6618,финка,2
6619,фистула,1
6620,фитиль,1
6621,флагман,2
6622,фланг,1
6623,флегматический,1
6624,флот,1
6625,флюгарка,2
6626,флюгер,1
6627,флюс,1
6628,флюсовать,1
6629,фокус,2
6630,фокусировать,1
6631,фокусник,1
6632,фокусничать,1
6633,фольклор,1
6634,фон,2
6635,фонарь,1
6636,фонд,2
6637,фонтан,2
6638,форма,2
6639,формальный,1
6640,формация,2
6641,форменный,1
6642,формировать,1
6643,формироваться,1
6644,формула,2
6645,формуляр,1
6646,форсировать,1
6647,фотографический,1
6648,фраза,2
6649,фракция,1
6650,француз,2
6651,французский,1
6652,фрегат,1
6653,фриз,2
6654,фронда,1
6655,фронт,2
6656,фронтальный,2
6657,фронтовой,1
6658,фу,2
6659,фуговать,1
6660,фукнуть,2
6661,фундаментальный,2
6662,функциональный,2
6663,функция,2
6664,фунт,1
6665,футор,1
6666,фуфло,1
6667,фыркать,2
6668,хавронья,1
6669,халдей,1
6670,характер,2
6671,характеристика,2
6672,характерный,1
6673,харкать,2
6674,хвастать,1
6675,хватать,2
6676,хватить,2
6677,хвост,2
6678,хвостатый,1
6679,хилый,2
6680,химера,1
6681,химик,2
6682,химический,2
6683,химичка,1
6684,химия,2
6685,хиндиязычный,1
6686,хирургия,2
6687,хитросплетение,1
6688,хитрость,2
6689,хитроумный,1
6690,хитрый,2
6691,хищнический,1
6692,хищный,1
6693,хлеб,2
6694,хлебец,1
6695,хлебница,1
6696,хлебнуть,2
6697,хлебный,1
6698,хлеборезка,1
6699,хлестануть,1
6700,хлестать,2
6701,хлестаться,2
6702,хлесткий,2
6703,хлипкий,1
6704,хлоп,1
6705,хлопкоуборка,2
6706,хлопок,1
6707,хлопушка,2
6708,хлопья,2
6709,хлынуть,2
6710,хлыст,1
6711,хлюпать,1
6712,хлюпающий,1
6713,хлябь,1
6714,хмелина,1
6715,хмель,2
6716,хмельной,2
6717,хмуриться,1
6718,хмурый,1
6719,хобот,1
6720,ход,2
6721,ходить,2
6722,ходовой,2
6723,ходячий,2
6724,хозяин,2
6725,хозяйничать,2
6726,хозяйский,1
6727,хозяйственный,2
6728,хозяйство,2
6729,холод,2
6730,холодать,1
6731,холодильник,1
6732,холодить,1
6733,холодно,1
6734,холодный,2
6735,холодок,2
6736,холоп,1
6737,холостой,2
6738,холст,2
6739,хомут,1
6740,хомутик,2
6741,хор,2
6742,хороводиться,1
6743,хоровой,1
6744,хорошенький,2
6745,хороший,2
6746,хорошо,1
6747,хотеть,2
6748,хоть,1
6749,хохлатка,2
6750,хохлатый,1
6751,хранитель,1
6752,хранить,2
6753,храниться,2
6754,храп,1
6755,хребет,1
6756,хребтовый,1
6757,хрен,2
6758,хрипеть,2
6759,христианский,1
6760,хром,1
6761,хроматический,1
6762,хромовый,1
6763,хромой,1
6764,хроника,2
6765,хрупкий,2
6766,хруст,1
6767,хрусталь,1
6768,хряпнуть,2
6769,худо,1
6770,худоба,1
6771,художественный,2
6772,художник,1
6773,хуй,1
6774,хунвейбины,2
6775,царапать,2
6776,царапаться,2
6777,царапина,1
6778,царевна,1
6779,царек,1
6780,царить,2
6781,царица,1
6782,царский,1
6783,царство,2
6784,царствовать,1
6785,царь,1
6786,цвести,2
6787,цвет,2
6788,цветистый,2
6789,цветной,2
6790,цветущий,1
6791,цевка,1
6792,цедить,2
6793,цедиться,1
6794,целиком,1
6795,целина,1
6796,целить,2
6797,целиться,2
6798,целый,2
6799,цель,2
6800,цельный,1
6801,цемент,1
6802,цементация,2
6803,цементировать,1
6804,цена,1
6805,ценз,1
6806,цензурный,1
6807,ценить,1
6808,ценность,2
6809,ценный,2
6810,центр,2
6811,центральный,2
6812,центровка,1
6813,центровой,1
6814,цепенеть,1
6815,цепкий,2
6816,цеплять,2
6817,цепляться,2
6818,цепной,2
6819,цепь,2
6820,цех,2
6821,цикл,1
6822,циклический,1
6823,цилиндр,1
6824,цирк,2
6825,циркулировать,1
6826,цитадель,1
6827,цокать,2
6828,цокот,1
6829,цыган,1
6830,цыганенок,1
6831,цыганочка,1
6832,цыпленок,1
6833,чад,1
6834,чадо,1
6835,чай,2
6836,чайный,1
6837,час,2
6838,часовой,1
6839,частить,2
6840,частица,2
6841,частный,2
6842,частый,2
6843,чахлый,1
6844,чахнуть,2
6845,чахоточный,2
6846,чаша,2
6847,чашечка,1
6848,чашка,2
6849,чей,1
6850,чекан,1
6851,чеканить,2
6852,чеканный,1
6853,челнок,2
6854,чело,1
6855,челобитье,1
6856,человек,2
6857,челюсть,1
6858,челядь,1
6859,чем,1
6860,чепуха,1
6861,червонец,2
6862,червоточина,2
6863,червь,2
6864,червяк,1
6865,через,2
6866,черенок,1
6867,черепаха,1
6868,чернильный,1
6869,чернить,1
6870,черно,1
6871,чернобровка,1
6872,черновой,1
6873,чернота,2
6874,чернуха,1
6875,чернушка,1
6876,черный,2
6877,чернь,2
6878,черпать,1
6879,черт,1
6880,черта,2
6881,чертить,1
6882,чертов,2
6883,чертовский,2
6884,чертогон,1
6885,чесать,2
6886,чесаться,2
6887,честный,2
6888,честь,2
6889,четверик,2
6890,четверка,2
6891,четверо,1
6892,четвертина,1
6893,четверть,2
6894,четкий,2
6895,четыре,1
6896,чечевичка,1
6897,чешуйка,1
6898,чешуя,1
6899,чин,2
6900,чиновный,1
6901,чирикать,1
6902,чиркать,2
6903,число,2
6904,чистить,2
6905,чистый,2
6906,читать,2
6907,читаться,1
6908,чихать,1
6909,член,2
6910,чмокать,1
6911,чрезвычайный,1
6912,чтение,1
6913,что,1
6914,чтоб,1
6915,чтонибудь,1
6916,чувственность,1
6917,чувственный,1
6918,чувствительный,2
6919,чувствовать,2
6920,чугунный,2
6921,чудесный,1
6922,чудище,1
6923,чудо,2
6924,чудовище,1
6925,чудовищный,1
6926,чуждаться,1
6927,чуждый,1
6928,чужеродный,1
6929,чужой,2
6930,чумной,1
6931,чуткий,2
6932,чутье,1
6933,чучело,1
6934,чуять,2
6935,шаблон,1
6936,шаг,2
6937,шагать,2
6938,шалить,2
6939,шапка,2
6940,шар,2
6941,шарахнуть,1
6942,шарик,2
6943,шаркать,2
6944,шаркнуть,1
6945,шаровой,1
6946,шататься,1
6947,шатер,1
6948,шафран,1
6949,шафранный,1
6950,шахта,2
6951,шахтерка,1
6952,шашечный,1
6953,шашка,2
6954,шваркать,1
6955,швырок,1
6956,швырять,1
6957,шевелить,1
6958,шевелиться,2
6959,шейка,1
6960,шейх,1
6961,шелк,2
6962,шелковый,1
6963,шептать,2
6964,шептун,1
6965,шероховатость,2
6966,шерсть,1
6967,шестерка,2
6968,шестидесятилетний,1
6969,шеф,2
6970,шибать,1
6971,шикарный,1
6972,шина,1
6973,шип,2
6974,широкий,2
6975,широта,1
6976,шить,2
6977,шитье,1
6978,шифр,1
6979,шиш,1
6980,шишка,2
6981,шкипер,1
6982,школа,2
6983,школьный,1
6984,шкура,2
6985,шкурка,1
6986,шлак,1
6987,шлам,1
6988,шлейф,2
6989,шлем,2
6990,шлепать,2
6991,шлепнуть,1
6992,шлюз,1
6993,шлюп,1
6994,шов,2
6995,шоры,1
6996,шпалеры,2
6997,шпарить,1
6998,шпилька,2
6999,шпион,1
7000,шпора,1
7001,шпунт,1
7002,штамп,2
7003,штампованнный,1
7004,штамповать,1
7005,штанга,1
7006,штопка,1
7007,штрафной,1
7008,штука,2
7009,штукатурка,1
7010,штурмовик,1
7011,штуцер,1
7012,шуба,1
7013,шум,2
7014,шуметь,1
7015,шумный,2
7016,шут,2
7017,шутить,2
7018,шутка,1
7019,шухер,1
7020,щеголять,1
7021,щедрый,2
7022,щекотать,1
7023,щелкать,2
7024,щелочной,1
7025,щелчок,1
7026,щель,1
7027,щемить,1
7028,щербина,1
7029,щетина,1
7030,щетинистый,2
7031,щетинка,2
7032,щетка,2
7033,щипать,2
7034,щит,2
7035,щитовой,1
7036,щиток,2
7037,щупать,1
7038,эволюционный,1
7039,эволюция,2
7040,эвристика,1
7041,экзамен,1
7042,экзарх,1
7043,экзогенный,1
7044,экология,1
7045,эконом,1
7046,экономика,1
7047,экономия,1
7048,экономный,1
7049,экран,2
7050,экскурсия,1
7051,экспедитор,1
7052,экспедиция,1
7053,экспериментальный,1
7054,экспликация,1
7055,эксплуатация,2
7056,экспозиция,1
7057,экспонировать,1
7058,экспорт,1
7059,экстрагировать,1
7060,эксцентричность,1
7061,эластик,1
7062,элегия,1
7063,электрический,2
7064,электричество,1
7065,элемент,2
7066,элементарный,2
7067,эмаль,2
7068,эмиграция,1
7069,эмоциональный,1
7070,эмпиризм,1
7071,эмпирик,1
7072,эмульсия,1
7073,энергия,2
7074,эпизод,2
7075,эпизодический,1
7076,эпический,1
7077,эпопея,1
7078,эра,1
7079,эрозия,1
7080,эстафета,1
7081,эстетика,1
7082,этап,2
7083,этот,2
7084,этюд,2
7085,эфир,2
7086,эффект,1
7087,юла,1
7088,юлить,1
7089,юнкер,1
7090,юность,1
7091,юный,1
7092,юридический,1
7093,юродство,1
7094,ютиться,1
7095,яблочко,1
7096,явиться,2
7097,явление,2
7098,ягодник,1
7099,яд,1
7100,ядерный,1
7101,ядовитый,2
7102,ядреный,1
7103,ядро,2
7104,язык,2
7105,язычок,2
7106,яйцо,2
7107,яркий,1
7108,ярлык,1
7109,яровой,1
7110,яростный,2
7111,ярус,2
7112,ярыга,1
7113,ярый,2
7114,ясный,2
7115,ястребиный,1
7116,ячейка,2
7117,ящик,1
